date,first_name,last_name,email_address,Product,category,source,street_address,city,state,postal_code,country,returned,revenue,cost,Repeat Customer?
2023-04-26 16:14:50,Imogen,Walmsley,iwalmsley3z@mail.ru,Jolt Cola - Electric Blue,Clothing,video,17022 Kedzie Street,Fort Myers,Florida,33906,United States,false,93.93,47.34,true
2023-03-24 15:45:10,George,Copson,gcopson40@freewebs.com,"Salmon - Atlantic, Fresh, Whole",Automotive,mobile,093 Bunker Hill Court,Boynton Beach,Florida,33436,United States,true,6.31,20.0,true
2022-06-10 12:01:56,Ermentrude,Peizer,epeizer41@springer.com,"Potatoes - Instant, Mashed",Garden,direct,332 Loeprich Road,Tacoma,Washington,98442,United States,true,75.09,10.11,false
2023-09-20 08:58:42,Royall,Mayfield,rmayfield42@spotify.com,Broom - Push,Home,paid social,50 Declaration Place,Spokane,Washington,99252,United States,true,93.33,76.17,true
2023-07-05 22:01:10,Donal,Meech,dmeech43@hc360.com,Island Oasis - Banana Daiquiri,Shoes,paid social,23389 Clemons Way,Washington,District of Columbia,20299,United States,true,80.23,33.04,false
2022-01-20 14:04:21,Leela,Killelay,lkillelay44@google.com.hk,Muffin Mix - Banana Nut,Jewelry,mobile,3 Debra Crossing,Peoria,Arizona,85383,United States,true,82.51,99.41,true
2022-07-27 02:02:03,Benedict,McGuirk,bmcguirk45@answers.com,Tea - Honey Green Tea,Games,paid social,6 Annamark Alley,Wichita,Kansas,67220,United States,false,64.54,89.45,true
2022-07-11 16:58:17,Pietro,Barrabeale,pbarrabeale46@dropbox.com,Sandwich Wrap,Computers,direct,8 Sauthoff Way,Orlando,Florida,32854,United States,true,2.62,16.63,true
2023-04-01 19:18:46,Alphard,Sterte,asterte47@nbcnews.com,Muffin - Banana Nut Individual,Health,paid social,66 Logan Hill,Kansas City,Kansas,66160,United States,true,84.68,43.2,true
2022-12-22 13:37:51,Evie,Vinter,evinter48@loc.gov,Pate Pans Yellow,Shoes,video,5 Hoard Circle,Des Moines,Iowa,50981,United States,true,33.58,16.42,false
2022-05-02 02:09:32,Reider,Waterworth,rwaterworth49@msn.com,"Cookies - Oreo, 4 Pack",Outdoors,paid search,7 Sage Way,Monticello,Minnesota,55585,United States,true,14.17,90.12,true
2023-01-23 23:24:21,Robbie,Zoellner,rzoellner4a@vkontakte.ru,Pork - Liver,Electronics,video,9663 Bartillon Alley,Irvine,California,92717,United States,true,86.66,3.97,false
2022-11-08 13:57:34,Katharina,Nolin,knolin4b@businessinsider.com,Wine - Shiraz South Eastern,Sports,video,7 Tennyson Hill,Washington,District of Columbia,20210,United States,true,72.42,84.6,false
2023-10-27 21:34:24,Waneta,Bleckly,wbleckly4c@people.com.cn,Sea Bass - Fillets,Movies,mobile,0 Quincy Plaza,Toledo,Ohio,43635,United States,true,15.31,26.58,true
2023-07-12 22:32:04,Leese,Frangleton,lfrangleton4d@imdb.com,Salt - Kosher,Electronics,video,53 Fieldstone Drive,Tampa,Florida,33633,United States,true,30.88,20.95,true
2023-01-28 07:11:48,Ivie,Poulgreen,ipoulgreen4e@netscape.com,"Yogurt - Raspberry, 175 Gr",Baby,paid search,210 Hooker Terrace,Honolulu,Hawaii,96850,United States,true,7.8,7.08,true
2022-07-24 01:28:36,Urbain,Hartles,uhartles4f@slate.com,"Cheese - Brie, Triple Creme",Home,paid social,35364 Corben Point,Naples,Florida,33961,United States,false,6.5,96.63,false
2022-05-24 13:02:59,Libbey,Lefever,llefever4g@hud.gov,Clam - Cherrystone,Computers,direct,4 Texas Point,Fort Wayne,Indiana,46896,United States,true,45.99,23.19,true
2023-10-18 02:29:16,Imojean,Dougill,idougill4h@opensource.org,"Mop Head - Cotton, 24 Oz",Shoes,video,1193 Pepper Wood Circle,Omaha,Nebraska,68144,United States,true,92.94,96.19,false
2022-11-03 06:32:51,Kriste,Tague,ktague4i@theguardian.com,Oil - Canola,Kids,direct,9550 Derek Terrace,Washington,District of Columbia,20029,United States,true,3.33,19.09,false
2022-12-07 10:25:22,Pammi,Sustins,psustins4j@flavors.me,Longos - Lasagna Beef,Music,paid search,0 Bartillon Terrace,Winston Salem,North Carolina,27110,United States,true,3.91,90.14,true
2022-04-12 06:24:58,Merv,Swateridge,mswateridge4k@feedburner.com,Soup - Campbells Chili,Garden,paid search,35 Eagan Alley,Indianapolis,Indiana,46254,United States,true,48.08,32.78,false
2022-03-17 02:52:06,Vida,Braunds,vbraunds4l@facebook.com,Nut - Pumpkin Seeds,Beauty,promotions,696 Gerald Parkway,Los Angeles,California,90040,United States,true,51.6,47.67,false
2023-01-06 03:34:05,Armstrong,Tremayle,atremayle4m@sphinn.com,Turnip - White,Electronics,promotions,514 Grasskamp Park,Virginia Beach,Virginia,23471,United States,true,79.86,25.17,true
2023-02-03 21:07:44,Marysa,Palle,mpalle4n@squarespace.com,Plaintain,Computers,video,080 Mcbride Drive,Lubbock,Texas,79452,United States,true,93.08,15.48,true
2022-01-10 08:10:50,Gratiana,McGuff,gmcguff4o@sogou.com,"Vodka - Hot, Lnferno",Clothing,video,42 Delladonna Alley,Cleveland,Ohio,44111,United States,true,83.83,36.55,true
2023-02-25 02:03:17,Janella,Gieraths,jgieraths4p@loc.gov,"Beef - Ox Tail, Frozen",Tools,mobile,1070 1st Park,Pittsburgh,Pennsylvania,15220,United States,true,50.91,36.35,false
2023-05-26 13:44:15,Valaria,Lean,vlean4q@uiuc.edu,Veal - Eye Of Round,Tools,mobile,6436 Katie Avenue,Baltimore,Maryland,21275,United States,true,50.43,55.61,true
2022-11-09 15:40:00,Kirsten,Keal,kkeal4r@businesswire.com,Peach - Halves,Jewelry,video,627 Pierstorff Terrace,Honolulu,Hawaii,96845,United States,true,59.77,16.51,false
2022-05-01 10:02:29,Hortense,Trevino,htrevino4s@ed.gov,Brandy Cherry - Mcguinness,Books,direct,78120 Northridge Court,Atlanta,Georgia,31136,United States,true,25.35,75.88,false
2023-01-23 17:09:27,Lauryn,Rafe,lrafe4t@fema.gov,Passion Fruit,Electronics,promotions,5517 Tennessee Crossing,Tulsa,Oklahoma,74126,United States,true,97.53,12.27,false
2023-10-23 14:04:09,Stan,Koppes,skoppes4u@hexun.com,Temperature Recording Station,Computers,video,5 Ruskin Hill,Maple Plain,Minnesota,55579,United States,true,89.69,69.27,false
2022-09-14 03:47:05,Humbert,Jirick,hjirick4v@icq.com,Isomalt,Kids,mobile,25086 Lakeland Plaza,Hampton,Virginia,23668,United States,true,23.01,60.08,false
2023-02-18 03:57:21,Britney,Pattullo,bpattullo4w@nih.gov,Sprouts - Peppercress,Baby,promotions,97815 Lawn Plaza,Oklahoma City,Oklahoma,73157,United States,true,59.81,41.23,true
2023-09-01 20:17:14,Catharina,Beefon,cbeefon4x@ed.gov,Island Oasis - Magarita Mix,Health,promotions,5 Becker Hill,Long Beach,California,90831,United States,true,92.37,1.75,true
2022-12-25 22:34:42,Tess,O'Loughlin,toloughlin4y@last.fm,"Soup - Knorr, French Onion",Kids,paid search,5626 Bonner Circle,San Jose,California,95118,United States,true,3.79,69.22,true
2022-11-11 03:36:43,Lincoln,Gutans,lgutans4z@google.com.au,Bar Bran Honey Nut,Movies,paid search,50013 Summit Pass,Denver,Colorado,80291,United States,true,76.68,19.64,true
2022-04-22 22:07:50,Faulkner,Greste,fgreste50@dmoz.org,Cheese - St. Andre,Movies,promotions,1776 Arapahoe Avenue,Miami,Florida,33175,United States,true,84.93,87.33,false
2023-03-22 21:27:24,Donica,Gitthouse,dgitthouse51@domainmarket.com,Bread - Bistro Sour,Industrial,video,59 La Follette Junction,Cleveland,Ohio,44125,United States,true,78.65,85.05,false
2023-10-24 07:26:39,Elsy,Belk,ebelk52@sun.com,Napkin - Beverage 1 Ply,Baby,video,0411 Anniversary Avenue,Lansing,Michigan,48930,United States,true,86.11,66.32,false
2023-07-06 10:26:26,Robers,Titterell,rtitterell53@istockphoto.com,"Artichokes - Knobless, White",Home,video,435 Thackeray Plaza,Los Angeles,California,90020,United States,false,99.66,68.82,true
2022-07-09 19:38:06,Duffie,Finlason,dfinlason54@unblog.fr,Pickles - Gherkins,Computers,mobile,1 Manley Trail,Greensboro,North Carolina,27455,United States,false,54.63,44.16,true
2023-09-06 09:47:43,Laureen,Murrow,lmurrow55@tiny.cc,"Cherries - Bing, Canned",Home,paid search,96 Prentice Terrace,Pensacola,Florida,32511,United States,true,66.85,67.6,false
2023-02-28 22:32:58,Haslett,Sly,hsly56@de.vu,Curry Powder,Jewelry,paid social,52620 Memorial Circle,Springfield,Virginia,22156,United States,true,27.46,39.21,false
2022-05-28 16:30:48,Pren,Reneke,preneke57@bizjournals.com,"Fish - Artic Char, Cold Smoked",Books,mobile,644 Anhalt Street,El Paso,Texas,88525,United States,true,9.26,13.43,false
2023-10-20 09:14:36,Udale,Benito,ubenito58@latimes.com,Lamb - Bones,Beauty,promotions,87 Redwing Pass,Madison,Wisconsin,53726,United States,true,69.75,4.27,false
2022-07-28 02:40:55,Ilysa,Malyan,imalyan59@umn.edu,Cleaner - Lime Away,Industrial,paid search,124 Straubel Circle,Philadelphia,Pennsylvania,19120,United States,true,56.36,10.68,true
2022-03-11 21:06:27,Mackenzie,Alster,malster5a@so-net.ne.jp,Flower - Commercial Spider,Jewelry,paid social,23156 Alpine Park,Cedar Rapids,Iowa,52410,United States,true,79.74,53.61,false
2023-02-25 19:30:43,Eugen,Pontefract,epontefract5b@cbsnews.com,Veal - Osso Bucco,Sports,direct,9 Manufacturers Drive,Corona,California,92878,United States,true,43.93,27.47,true
2022-03-03 01:32:40,Kimberlee,Beckey,kbeckey5c@nydailynews.com,Peach - Halves,Home,direct,98 Bluejay Place,Edmond,Oklahoma,73034,United States,false,18.33,91.42,true
2023-09-20 00:36:35,Lindsay,Eskell,leskell5d@house.gov,Wine - Shiraz South Eastern,Books,paid social,49 Crowley Trail,San Diego,California,92115,United States,true,88.35,19.24,false
2022-09-12 11:22:01,Jorge,Cleeves,jcleeves5e@vinaora.com,Pail For Lid 1537,Grocery,video,24 Maywood Circle,Cambridge,Massachusetts,02142,United States,false,43.33,8.54,false
2023-03-27 09:23:27,Elyssa,Adamou,eadamou5f@hc360.com,Bread - Onion Focaccia,Kids,promotions,232 Butternut Drive,El Paso,Texas,88558,United States,true,38.1,97.92,false
2023-10-04 10:27:19,Morganica,Ilyasov,milyasov5g@nsw.gov.au,Whmis - Spray Bottle Trigger,Toys,promotions,238 Loftsgordon Way,Hartford,Connecticut,06105,United States,false,86.43,7.43,false
2022-05-01 16:47:34,Barnebas,Rearie,brearie5h@domainmarket.com,Arizona - Plum Green Tea,Clothing,video,8449 Prairie Rose Court,Pittsburgh,Pennsylvania,15220,United States,true,17.34,95.87,true
2022-05-11 21:02:06,Chico,Broomer,cbroomer5i@wikimedia.org,Skirt - 24 Foot,Movies,video,61 Larry Drive,Raleigh,North Carolina,27635,United States,true,92.01,80.36,false
2022-11-04 15:29:38,Pedro,Steuart,psteuart5j@si.edu,Soup - Base Broth Beef,Outdoors,promotions,057 Leroy Court,Washington,District of Columbia,20425,United States,true,81.96,52.59,false
2022-02-07 17:10:23,Albie,Stoodale,astoodale5k@printfriendly.com,Foil Wrap,Toys,promotions,88 Merry Lane,Lexington,Kentucky,40510,United States,false,85.38,34.14,false
2023-09-30 02:58:25,Donaugh,Stuther,dstuther5l@geocities.com,"Veal - Insides, Grains",Electronics,paid search,03094 Carpenter Drive,Rochester,New York,14604,United States,true,5.72,8.41,true
2023-06-24 13:51:11,Joeann,Proudman,jproudman5m@list-manage.com,Wiberg Super Cure,Clothing,paid search,14 Di Loreto Avenue,Indianapolis,Indiana,46202,United States,true,5.55,89.4,false
2023-07-14 14:58:30,Herc,Sherwell,hsherwell5n@comcast.net,"Chocolate - Pistoles, White",Outdoors,direct,128 Gale Court,Greensboro,North Carolina,27499,United States,true,4.72,17.61,true
2022-09-29 21:24:41,Thane,Brookton,tbrookton5o@yandex.ru,Mangostein,Electronics,mobile,040 Mifflin Hill,Oklahoma City,Oklahoma,73119,United States,true,20.03,80.65,true
2023-02-08 22:13:32,Noble,Giannini,ngiannini5p@boston.com,Cheese - Bocconcini,Music,video,93710 Sauthoff Street,Spring,Texas,77388,United States,true,70.77,30.05,true
2023-03-21 20:43:28,Zenia,Kilgallen,zkilgallen5q@bigcartel.com,Wine - Chateau Bonnet,Games,video,4 Nancy Trail,Philadelphia,Pennsylvania,19141,United States,true,16.78,2.66,false
2022-09-19 03:34:13,Ransell,Chrichton,rchrichton5r@networkadvertising.org,"Fish - Base, Bouillion",Outdoors,paid social,86874 Tennessee Trail,Sioux Falls,South Dakota,57198,United States,false,22.82,96.01,true
2022-11-14 18:30:57,Joannes,Columbell,jcolumbell5s@google.com,Dc Hikiage Hira Huba,Shoes,mobile,820 Manitowish Parkway,Houston,Texas,77276,United States,true,47.78,65.03,false
2023-10-03 04:09:02,Tiffanie,Trays,ttrays5t@discovery.com,Orange - Tangerine,Health,paid social,453 Lake View Parkway,Lynchburg,Virginia,24515,United States,true,57.9,17.22,true
2023-09-23 04:09:51,Liz,Grewer,lgrewer5u@trellian.com,Ecolab - Hand Soap Form Antibac,Books,promotions,66851 Meadow Ridge Crossing,Dayton,Ohio,45426,United States,true,60.54,11.94,true
2022-11-09 20:16:37,Benita,Puckett,bpuckett5v@hubpages.com,"Pork - Sausage, Medium",Grocery,video,8 Union Pass,Cheyenne,Wyoming,82007,United States,true,7.59,43.23,false
2023-02-06 06:14:01,Holden,Voak,hvoak5w@ehow.com,Cheese - Parmesan Grated,Industrial,direct,14 Colorado Drive,New York City,New York,10249,United States,true,85.6,67.68,true
2023-01-25 13:01:44,North,Jekel,njekel5x@disqus.com,Fudge - Chocolate Fudge,Sports,mobile,54954 Moland Drive,Jackson,Mississippi,39296,United States,false,54.48,31.18,true
2022-08-20 20:42:24,Conney,Radmer,cradmer5y@apache.org,Beef - Tenderloin,Health,video,41 Hanson Hill,Tulsa,Oklahoma,74103,United States,false,13.61,52.47,false
2022-08-31 20:43:22,Dorice,Grzegorzewicz,dgrzegorzewicz5z@comcast.net,Steam Pan - Half Size Deep,Clothing,video,018 Starling Terrace,Billings,Montana,59105,United States,true,12.2,50.49,false
2022-05-25 11:50:54,Oliviero,Vigneron,ovigneron60@sogou.com,Cheese - Cottage Cheese,Games,paid search,24613 Bultman Crossing,Denver,Colorado,80262,United States,true,2.3,91.01,false
2022-11-22 09:09:05,Jessalyn,Urian,jurian61@mapy.cz,Vaccum Bag 10x13,Music,direct,867 Coolidge Lane,Ogden,Utah,84403,United States,true,99.08,77.59,false
2023-06-19 10:51:53,Viva,Isaksson,visaksson62@cloudflare.com,Lettuce - Baby Salad Greens,Books,mobile,2 Schlimgen Alley,Santa Monica,California,90410,United States,true,41.56,93.49,true
2022-08-31 00:41:54,Alice,Baalham,abaalham63@xrea.com,Icecream - Dibs,Music,video,0 Moose Hill,Hollywood,Florida,33028,United States,true,88.95,4.86,true
2023-08-08 21:21:03,Drew,Bottleson,dbottleson64@blogtalkradio.com,Cheese - Ricotta,Outdoors,promotions,4 Maryland Alley,Newark,Delaware,19714,United States,true,41.19,85.67,false
2023-10-25 20:40:18,Holt,Rupp,hrupp65@blog.com,Wine - Vidal Icewine Magnotta,Garden,video,9 International Drive,Columbus,Ohio,43215,United States,true,41.2,53.0,false
2023-02-27 01:16:55,Nikolai,Rudd,nrudd66@businesswire.com,Cheese - Mix,Movies,promotions,8 Waywood Drive,Colorado Springs,Colorado,80951,United States,true,1.19,10.19,true
2022-12-29 01:46:43,Roderic,Waples,rwaples67@fastcompany.com,Galliano,Books,paid search,2705 Union Plaza,Houston,Texas,77288,United States,true,16.91,1.16,false
2022-02-24 18:41:44,Raimundo,Taylor,rtaylor68@i2i.jp,Whmis Spray Bottle Graduated,Industrial,direct,12109 Bobwhite Way,Gatesville,Texas,76598,United States,true,92.14,29.63,false
2023-08-06 19:34:16,Loreen,Mabon,lmabon69@seattletimes.com,Rice - Aborio,Games,paid search,19051 Cody Alley,Atlanta,Georgia,30392,United States,true,88.42,93.87,true
2023-08-16 13:19:21,Judi,Waggett,jwaggett6a@ask.com,Beer - Rickards Red,Games,direct,7009 American Ash Alley,Evansville,Indiana,47737,United States,false,67.35,34.09,false
2023-01-04 00:11:49,Mavra,Petricek,mpetricek6b@parallels.com,"Wine - Mas Chicet Rose, Vintage",Health,direct,857 Dawn Alley,Colorado Springs,Colorado,80951,United States,true,38.04,42.93,true
2023-09-02 13:03:43,Herbert,Reinert,hreinert6c@slate.com,Absolut Citron,Tools,video,9 Nancy Circle,Norman,Oklahoma,73071,United States,true,95.16,4.32,true
2023-07-05 18:28:49,Godard,Merryweather,gmerryweather6d@hc360.com,"Nut - Pistachio, Shelled",Outdoors,promotions,8 Corben Parkway,Macon,Georgia,31296,United States,true,93.14,91.22,true
2023-02-14 07:45:07,Silvio,Newvell,snewvell6e@sun.com,Milk - 1%,Kids,video,3704 Anzinger Way,Baltimore,Maryland,21290,United States,true,80.51,27.15,false
2022-08-02 04:52:55,Donaugh,Klementz,dklementz6f@eventbrite.com,Butter - Unsalted,Clothing,paid social,7830 Thackeray Street,Saint Petersburg,Florida,33737,United States,false,89.02,50.25,true
2022-03-09 05:58:09,Simmonds,Philipard,sphilipard6g@engadget.com,Veal - Nuckle,Computers,paid social,3275 Manufacturers Street,Palo Alto,California,94302,United States,true,19.88,21.74,false
2023-06-23 08:15:32,Lida,Dellatorre,ldellatorre6h@nbcnews.com,Pineapple - Golden,Music,paid search,6364 Sloan Plaza,Macon,Georgia,31217,United States,true,57.96,3.04,true
2022-11-29 19:51:28,Laina,Fontell,lfontell6i@dailymail.co.uk,Buffalo - Tenderloin,Baby,paid social,387 American Ash Center,El Paso,Texas,88584,United States,true,69.22,74.31,true
2023-06-21 17:50:17,Loni,Leate,lleate6j@toplist.cz,Butter - Unsalted,Books,video,5 Kingsford Court,Scranton,Pennsylvania,18505,United States,true,97.06,11.65,false
2022-03-17 00:21:22,Alicia,Gadeaux,agadeaux6k@nifty.com,Chutney Sauce,Tools,paid search,0092 Red Cloud Center,Arlington,Virginia,22234,United States,true,11.15,77.51,false
2023-05-04 09:06:18,Darin,Gobourn,dgobourn6l@smh.com.au,"Wine - Red, Lurton Merlot De",Movies,mobile,282 Melby Road,Evansville,Indiana,47747,United States,true,15.5,91.0,true
2022-03-13 04:04:21,Christine,Stickland,cstickland6m@usa.gov,Bagel - Everything Presliced,Tools,video,20 Dwight Crossing,Springfield,Illinois,62794,United States,true,56.38,32.25,true
2023-06-11 21:48:48,Paolo,Colcomb,pcolcomb6n@ow.ly,Sole - Fillet,Movies,direct,3173 Briar Crest Plaza,Oklahoma City,Oklahoma,73179,United States,true,43.48,29.14,false
2023-05-15 17:45:15,Neale,Nudde,nnudde6o@toplist.cz,Fireball Whisky,Home,video,87 Loeprich Drive,Pasadena,California,91199,United States,true,28.07,18.17,false
2022-01-26 10:33:16,Rosmunda,Matchett,rmatchett6p@fc2.com,Marzipan 50/50,Music,paid social,60 Porter Court,Newport News,Virginia,23612,United States,true,97.17,10.27,false
2023-03-27 01:47:30,Sidonia,Munn,smunn6q@theguardian.com,Wine - White Cab Sauv.on,Automotive,paid search,92253 Commercial Alley,Garden Grove,California,92645,United States,true,22.26,38.38,false
2022-11-04 10:04:39,Keelby,Leaney,kleaney6r@desdev.cn,Beer - Camerons Cream Ale,Electronics,paid social,4769 Birchwood Street,Fort Wayne,Indiana,46867,United States,true,20.08,59.04,true
2023-08-26 13:25:00,Giles,Ivanitsa,givanitsa6s@psu.edu,Beer - Upper Canada Lager,Electronics,mobile,964 Miller Point,Brooklyn,New York,11241,United States,true,33.25,20.02,true
2022-06-11 19:18:36,Christabel,Ebbrell,cebbrell6t@cbsnews.com,Cheese - Cheddarsliced,Health,direct,56 Morrow Trail,Fort Pierce,Florida,34949,United States,true,89.52,22.67,false
2023-04-18 07:04:44,Carole,Roman,croman6u@wix.com,Bread - Corn Muffaleta Onion,Outdoors,direct,78123 Sutteridge Circle,Sioux Falls,South Dakota,57188,United States,true,98.51,79.43,false
2023-02-09 09:32:08,Zach,Bavridge,zbavridge6v@usnews.com,Cake - Cheese Cake 9 Inch,Electronics,video,7 Twin Pines Crossing,Lincoln,Nebraska,68531,United States,true,1.56,62.74,false
2022-02-19 05:13:12,Dalis,Glozman,dglozman6w@taobao.com,Wine - Ruffino Chianti,Movies,mobile,51 Coleman Street,Naples,Florida,34102,United States,false,66.05,87.02,false
2022-03-16 06:15:53,Gustavo,Bentz,gbentz6x@etsy.com,Chocolate Bar - Coffee Crisp,Outdoors,paid social,34289 Summer Ridge Parkway,Indianapolis,Indiana,46266,United States,true,20.85,19.66,true
2023-01-24 21:47:26,Si,Robbert,srobbert6y@bigcartel.com,Curry Powder,Baby,video,950 Union Alley,Washington,District of Columbia,20430,United States,true,17.89,14.15,true
2023-07-04 14:40:23,Kathe,Miles,kmiles6z@wordpress.com,"Bread - Roll, Italian",Beauty,mobile,2541 Crownhardt Hill,Sioux Falls,South Dakota,57110,United States,false,94.11,53.4,true
2023-07-26 18:02:03,Kanya,Sudworth,ksudworth70@cnbc.com,Wine - Malbec Trapiche Reserve,Health,video,3956 Bartelt Way,Fresno,California,93704,United States,true,16.31,61.68,false
2023-05-03 00:21:56,Noland,Annandale,nannandale71@google.es,Blueberries,Computers,video,172 Gerald Park,Panama City,Florida,32412,United States,true,80.43,57.1,false
2022-11-26 06:27:11,Amii,Santore,asantore72@ucla.edu,Cheese - Mozzarella,Toys,paid search,0705 Rutledge Court,Houston,Texas,77070,United States,true,39.21,2.69,false
2023-04-05 04:59:54,Sibella,Done,sdone73@wiley.com,Nescafe - Frothy French Vanilla,Home,direct,2324 School Plaza,Atlanta,Georgia,30368,United States,true,29.72,41.55,false
2022-02-11 04:15:04,Baxy,Babber,bbabber74@foxnews.com,Truffle Cups - White Paper,Tools,paid social,08 Lunder Crossing,Tacoma,Washington,98442,United States,false,59.46,62.32,true
2022-05-29 12:02:29,Christoper,Pointin,cpointin75@naver.com,Chinese Lemon Pork,Garden,video,524 1st Way,Colorado Springs,Colorado,80940,United States,true,54.14,20.97,false
2023-01-05 21:35:03,Eugenio,Lowdeane,elowdeane76@over-blog.com,Dooleys Toffee,Games,paid social,34682 Kim Drive,Fayetteville,North Carolina,28305,United States,true,52.0,94.51,true
2022-06-28 20:06:12,Max,Scapens,mscapens77@archive.org,Cheese - Brie Roitelet,Toys,direct,71 Meadow Ridge Trail,Newton,Massachusetts,02162,United States,true,15.18,58.47,false
2023-08-16 23:36:03,Fan,Narducci,fnarducci78@fotki.com,"Trout - Rainbow, Frozen",Outdoors,video,5 Canary Plaza,Orlando,Florida,32808,United States,true,97.76,59.55,true
2022-01-08 22:33:48,Paulina,Wynett,pwynett79@stumbleupon.com,Cream Of Tartar,Games,mobile,1 Forest Terrace,Clearwater,Florida,34620,United States,true,16.22,22.11,false
2023-07-14 03:01:43,Mady,Mattosoff,mmattosoff7a@irs.gov,Vinegar - Rice,Health,paid social,4 Lukken Drive,Lubbock,Texas,79452,United States,true,80.83,31.88,true
2023-08-04 06:58:10,Aurelie,Schwandermann,aschwandermann7b@t-online.de,"Potatoes - Yukon Gold, 80 Ct",Automotive,mobile,770 Pennsylvania Crossing,Anchorage,Alaska,99522,United States,true,5.72,11.64,true
2022-08-02 05:19:42,Diane-marie,Pena,dpena7c@illinois.edu,"Wine - Red, Pelee Island Merlot",Sports,direct,162 Continental Pass,Charleston,West Virginia,25389,United States,true,1.84,18.26,true
2022-09-13 11:20:15,Gene,Clemoes,gclemoes7d@purevolume.com,Ice Cream - Vanilla,Health,paid social,2 Erie Court,Baton Rouge,Louisiana,70820,United States,true,25.6,66.91,true
2022-09-21 22:54:10,Stanwood,McKelvey,smckelvey7e@parallels.com,Jolt Cola,Garden,mobile,5 Clemons Road,Dayton,Ohio,45454,United States,true,96.49,83.64,false
2022-08-26 05:07:59,Otis,Beton,obeton7f@github.com,"Pepper - Black, Ground",Music,paid search,88547 Burning Wood Junction,Los Angeles,California,90030,United States,false,58.57,99.21,false
2022-11-28 15:33:50,Rollin,Helm,rhelm7g@ucla.edu,"Roe - Lump Fish, Red",Books,paid social,24 Columbus Center,Milwaukee,Wisconsin,53277,United States,true,92.32,79.19,false
2023-05-19 23:54:05,Freddie,Pioch,fpioch7h@google.pl,Cape Capensis - Fillet,Clothing,video,78752 Garrison Point,Arlington,Virginia,22225,United States,false,58.07,4.53,false
2022-08-15 17:04:52,Micah,Gomes,mgomes7i@pen.io,Glass Clear 8 Oz,Beauty,mobile,64830 Pearson Avenue,Boise,Idaho,83727,United States,true,83.97,62.28,true
2023-02-16 03:38:52,Nona,Burchard,nburchard7j@twitpic.com,Cheese - Asiago,Beauty,paid search,8 Mosinee Street,Atlanta,Georgia,31119,United States,true,78.56,21.85,true
2022-05-02 16:51:23,Eran,Piperley,epiperley7k@walmart.com,Dish Towel,Health,direct,72992 Northfield Circle,Pittsburgh,Pennsylvania,15250,United States,true,19.07,41.07,false
2023-06-08 12:26:00,Isadore,Hanalan,ihanalan7l@sphinn.com,Salt And Pepper Mix - Black,Clothing,paid search,7 Thompson Center,Tampa,Florida,33647,United States,true,17.63,22.52,false
2022-05-21 18:48:40,Penni,MacDonough,pmacdonough7m@shinystat.com,Praline Paste,Automotive,promotions,36 Dennis Point,Mesa,Arizona,85205,United States,true,27.59,62.21,true
2023-01-27 22:00:55,Felicle,Weatherell,fweatherell7n@howstuffworks.com,Cheese - Roquefort Pappillon,Automotive,direct,15460 Harbort Junction,Wilkes Barre,Pennsylvania,18706,United States,true,36.72,58.99,false
2022-08-26 21:24:51,Pippo,Burleigh,pburleigh7o@va.gov,Roe - Flying Fish,Automotive,paid search,4528 Brentwood Street,Portland,Maine,04109,United States,true,24.87,12.61,true
2023-03-26 12:14:38,Romola,Geater,rgeater7p@china.com.cn,Gelatine Leaves - Envelopes,Jewelry,paid social,6648 Center Street,Aurora,Colorado,80015,United States,true,31.98,62.46,true
2022-06-04 20:17:52,Trixy,Fransewich,tfransewich7q@moonfruit.com,"Chestnuts - Whole,canned",Kids,promotions,83 Springview Trail,San Antonio,Texas,78296,United States,true,3.15,68.94,true
2022-12-16 06:31:03,Sharai,Baszniak,sbaszniak7r@flavors.me,Towel - Roll White,Tools,promotions,6947 Parkside Way,Sacramento,California,95852,United States,true,61.95,83.97,true
2022-01-28 23:08:21,Kinnie,A'Barrow,kabarrow7s@wikimedia.org,Beef - Inside Round,Grocery,video,7 Grasskamp Avenue,Washington,District of Columbia,20067,United States,true,36.2,71.19,true
2023-02-05 01:54:04,Yettie,Matysik,ymatysik7t@columbia.edu,Raisin - Golden,Home,video,8 2nd Park,Dallas,Texas,75241,United States,true,12.21,15.07,false
2023-04-06 02:10:50,Coralie,Fearneley,cfearneley7u@harvard.edu,Pike - Frozen Fillet,Health,paid search,2224 Elgar Junction,Cleveland,Ohio,44125,United States,true,7.13,39.17,true
2022-10-22 10:57:51,Tiffani,Churches,tchurches7v@cnbc.com,"Cup - 6oz, Foam",Music,video,3 Novick Plaza,Honolulu,Hawaii,96810,United States,true,34.97,78.02,false
2023-10-20 07:19:17,Krysta,Belitz,kbelitz7w@google.ru,Wine - Black Tower Qr,Home,paid social,5 Eastlawn Court,Newark,Delaware,19714,United States,true,82.98,12.5,true
2022-03-07 16:52:27,Tabby,Pheby,tpheby7x@icq.com,Sugar - Splenda Sweetener,Electronics,video,9 New Castle Pass,Kalamazoo,Michigan,49048,United States,true,26.44,20.53,false
2022-03-27 06:55:19,Jard,McCleary,jmccleary7y@hugedomains.com,Sauce - Alfredo,Electronics,mobile,51 Anniversary Street,Omaha,Nebraska,68124,United States,true,37.44,50.8,true
